City,State,Address,AIN,Sold Price,Bedrooms,Bathrooms,Area (SqFt),Property Type,Year Built,Age,Sold Date (raw),Lot Size (val),Lot Size (unit),HOA Fee,Latitude,Longitude,ZPID
boston,ma,"287 W 5th St, South Boston, MA 02127",,"$950,000",4.0,3.0,2400.0,MULTI_FAMILY,,,1754290800000,1625.0,sqft,,42.334824,-71.0485,59149579
boston,ma,"359 Corey St, West Roxbury, MA 02132",,"$800,000",3.0,2.0,1470.0,SINGLE_FAMILY,,,1754290800000,5975.0,sqft,,42.29436,-71.16439,59154551
boston,ma,"39 Middle St #1, South Boston, MA 02127",,"$638,225",3.0,1.0,964.0,CONDO,,,1754290800000,964.0,sqft,,42.331818,-71.05539,59163028
boston,ma,"180 Commonwealth Ave APT 10, Boston, MA 02116",,$1.30M,2.0,2.0,1035.0,CONDO,,,1754290800000,,,,42.351097,-71.07954,59176657
boston,ma,"16 Neponset Ave, Dorchester, MA 02122",,$1.38M,12.0,3.0,4166.0,MULTI_FAMILY,,,1754290800000,3736.0,sqft,,42.296894,-71.05542,59213346
boston,ma,"2 Avery St APT 27A, Boston, MA 02111",,"$980,000",1.0,2.0,804.0,CONDO,,,1754290800000,,,,42.352783,-71.063095,61319897
boston,ma,"160 Newton St APT 2, Brighton, MA 02135",,"$570,000",3.0,2.0,1053.0,APARTMENT,,,1754290800000,,,,42.355637,-71.1698,71496964
boston,ma,"465-469 Hanover St UNIT 3R, Boston, MA 02113",,"$552,500",1.0,1.0,532.0,CONDO,,,1754290800000,435.0,sqft,,42.366566,-71.052505,113389045
boston,ma,"188 Brookline Ave #PENTHOUSE 28C, Boston, MA 02215",,$3.91M,3.0,3.0,2055.0,CONDO,,,1754290800000,,,,42.34382,-71.10173,318226373
boston,ma,"757 Washington St UNIT 3, Dorchester, MA 02124",,"$380,000",1.0,1.0,614.0,APARTMENT,,,1754290800000,,,,42.285038,-71.07164,318226958
boston,ma,"65 Lewis St #PENTHOUSE 1, Boston, MA 02128",,"$725,000",1.0,1.0,749.0,CONDO,,,1754290800000,,,,42.36786,-71.04197,333605450
boston,ma,"1 Dalton St APT 3206, Boston, MA 02115",,$1.95M,1.0,2.0,897.0,CONDO,,,1754290800000,,,,42.345665,-71.08404,333605696
boston,ma,"300 Pier 4 Blvd UNIT 6E, Boston, MA 02210",,$2.30M,2.0,2.0,1406.0,CONDO,,,1754290800000,,,,42.35257,-71.042366,333606265
boston,ma,"65 Lewis St #PENTHOUSE 01-601, Boston, MA 02128",,"$725,000",1.0,1.0,749.0,CONDO,,,1754290800000,,,,42.366627,-71.04205,447605341
boston,ma,"490 Bennington St #2, Boston, MA 02128",,"$715,000",2.0,2.0,1200.0,CONDO,,,1754290800000,,,,42.381634,-71.02166,2057599787
boston,ma,"11 Taft Hill Park #2, Roslindale, MA 02131",,"$619,000",1.0,1.0,915.0,CONDO,,,1754290800000,,,,42.287525,-71.12807,2061311394
boston,ma,"481 Harrison Ave #4A, Boston, MA 02118",,$2.92M,3.0,3.0,2150.0,CONDO,,,1754290800000,,,,42.342068,-71.066696,2098927965
boston,ma,"6 Sutherland Rd APT 53, Brighton, MA 02135",,"$520,000",2.0,1.0,780.0,CONDO,,,1754031600000,780.0,sqft,,42.336643,-71.15062,59094936
boston,ma,"1 Avon Pl, Boston, MA 02129",,$1.00M,2.0,2.0,1086.0,SINGLE_FAMILY,,,1754031600000,648.0,sqft,,42.3795,-71.06469,59100592
boston,ma,"150 Orleans St UNIT 203, East Boston, MA 02128",,"$597,500",2.0,2.0,912.0,CONDO,,,1754031600000,,,,42.370518,-71.03592,59119642
boston,ma,"219 Trenton St, East Boston, MA 02128",,"$980,000",6.0,3.0,3108.0,MULTI_FAMILY,,,1754031600000,1729.0,sqft,,42.38084,-71.03078,59122034
boston,ma,"31 Wordsworth St, East Boston, MA 02128",,"$610,000",4.0,2.0,1518.0,SINGLE_FAMILY,,,1754031600000,2500.0,sqft,,42.38498,-71.01828,59122379
boston,ma,"8 Greenough Ave, Jamaica Plain, MA 02130",,$3.40M,6.0,5.0,4801.0,SINGLE_FAMILY,,,1754031600000,8600.0,sqft,,42.31022,-71.11408,59133841
boston,ma,"33 Round Hill St, Jamaica Plain, MA 02130",,$1.26M,4.0,2.0,2566.0,SINGLE_FAMILY,,,1754031600000,3280.0,sqft,,42.324677,-71.10554,59134020
boston,ma,"419 Pond St, Jamaica Plain, MA 02130",,$1.32M,3.0,3.0,1794.0,SINGLE_FAMILY,,,1754031600000,6367.0,sqft,,42.30971,-71.13053,59134998
boston,ma,"85 Salman St, West Roxbury, MA 02132",,"$775,000",4.0,2.0,1480.0,SINGLE_FAMILY,,,1754031600000,5264.0,sqft,,42.26399,-71.165825,59160547
boston,ma,"301 Allston St APT 7, Brighton, MA 02135",,"$587,500",2.0,1.0,1112.0,CONDO,,,1754031600000,1112.0,sqft,,42.34453,-71.14107,59161681
boston,ma,"11 Harvard St #2, Charlestown, MA 02129",,$1.61M,3.0,2.0,1831.0,TOWNHOUSE,,,1754031600000,,,,42.372265,-71.06279,59162940
boston,ma,"50 Battery St APT 308, Boston, MA 02109",,$2.76M,2.0,2.0,1571.0,CONDO,,,1754031600000,,,,42.366665,-71.049385,59164221
boston,ma,"39 Symphony Rd #C, Boston, MA 02115",,"$682,000",1.0,1.0,653.0,CONDO,,,1754031600000,,,,42.343143,-71.08837,59165522
boston,ma,"201 Newbury St APT 308, Boston, MA 02116",,$1.17M,1.0,1.0,953.0,CONDO,,,1754031600000,953.0,sqft,,42.350407,-71.08044,59166964
boston,ma,"15 Sleeper St APT 203, Boston, MA 02210",,$1.12M,1.0,1.0,1135.0,CONDO,,,1754031600000,1135.0,sqft,,42.35194,-71.048996,59172136
boston,ma,"22 Medfield St APT 1, Boston, MA 02215",,$1.43M,3.0,2.0,1766.0,CONDO,,,1754031600000,,,,42.345272,-71.105606,59172224
boston,ma,"7 Hanson St APT 2, Boston, MA 02118",,"$845,000",2.0,1.0,714.0,MULTI_FAMILY,,,1754031600000,871.0,sqft,,42.343674,-71.06986,59182020
boston,ma,"19 Greenwich Park APT 5, Boston, MA 02118",,$1.38M,2.0,1.0,887.0,CONDO,,,1754031600000,887.0,sqft,,42.342834,-71.080315,59182875
boston,ma,"30 Balfour St, Boston, MA 02125",,"$605,000",3.0,2.0,1620.0,SINGLE_FAMILY,,,1754031600000,2475.0,sqft,,42.314873,-71.076416,68006586
boston,ma,"114-116 Mount Ida Rd UNIT A, Boston, MA 02122",,"$510,000",2.0,2.5,1591.0,CONDO,,,1754031600000,2178.0,sqft,,42.303013,-71.062675,68006979
boston,ma,"1166 Washington St APT 406, Boston, MA 02118",,$1.20M,2.0,1.0,1290.0,CONDO,,,1754031600000,1306.0,sqft,,42.343166,-71.065544,71505215
boston,ma,"45 Baldwin St #1, Charlestown, MA 02129",,"$831,000",2.0,2.0,1313.0,CONDO,,,1754031600000,,,,42.38161,-71.070496,81856420
boston,ma,"1455 River St APT 2R, Hyde Park, MA 02136",,"$320,000",1.0,1.0,741.0,CONDO,,,1754031600000,,,,42.252056,-71.131294,87796244
boston,ma,"17 Rockview St #1, Jamaica Plain, MA 02130",,"$900,000",2.0,2.0,1218.0,CONDO,,,1754031600000,1218.0,sqft,,42.31586,-71.10955,103864782
boston,ma,"503 E 1st St APT 8, South Boston, MA 02127",,$1.14M,2.0,2.0,1490.0,CONDO,,,1754031600000,1490.0,sqft,,42.337902,-71.03949,117686133
boston,ma,"4 Greenough Ave, Jamaica Plain, MA 02130",,$2.10M,4.0,3.0,3704.0,SINGLE_FAMILY,,,1754031600000,5033.0,sqft,,42.310215,-71.114494,120921869
boston,ma,"3 M St APT 4, South Boston, MA 02127",,"$995,000",2.0,2.0,1215.0,CONDO,,,1754031600000,1215.0,sqft,,42.33804,-71.033646,123849353
boston,ma,"370 Beech St #2, Roslindale, MA 02131",,"$785,000",3.0,4.0,1794.0,TOWNHOUSE,,,1754031600000,,,,42.278645,-71.137215,247150163
boston,ma,"166-168 Franklin St, Allston, MA 02134",,$1.10M,4.0,2.0,1920.0,MULTI_FAMILY,,,1754031600000,3843.0,sqft,,42.36156,-71.13127,446473982
boston,ma,"116 Moore St #307, Boston, MA 02128",,"$715,000",2.0,2.0,1230.0,CONDO,,,1754031600000,5000.0,sqft,,42.38097,-71.0174,448958829
boston,ma,"221 Columbus Ave APT 202, Boston, MA 02116",,$2.14M,2.0,2.0,1689.0,CONDO,,,1754031600000,,,,42.348305,-71.07276,448965504
boston,ma,"465-469 Hanover St #3R, Boston, MA 02109",,"$552,500",1.0,1.0,532.0,CONDO,,,1754031600000,532.0,sqft,,42.366577,-71.05251,449936267
boston,ma,"2 Finch St, Mattapan, MA 02126",,"$517,000",2.0,2.0,1035.0,TOWNHOUSE,,,1754031600000,,,,42.286922,-71.09957,452019813
boston,ma,"114 Mount Ida Rd #A, Dorchester, MA 02122",,"$510,000",3.0,3.0,1591.0,TOWNHOUSE,,,1754031600000,,,,42.303017,-71.062675,452258835
boston,ma,"1948-1950 Washington St #3E, Boston, MA 02118",,$1.05M,3.0,2.0,1398.0,CONDO,,,1754031600000,,,,42.334084,-71.07952,453820624
boston,ma,"304 Paris St #202, Boston, MA 02128",,"$588,000",1.0,1.0,745.0,CONDO,,,1754031600000,,,,42.377,-71.032555,454923428
boston,ma,"303 Maverick St #PENTHOUSE, Boston, MA 02128",,"$703,000",2.0,2.0,1165.0,APARTMENT,,,1754031600000,,,,42.367096,-71.03252,2054760679
boston,ma,"31 Mercer St APT 1, Boston, MA 02127",,$1.06M,3.0,3.0,1604.0,CONDO,,,1754031600000,,,,42.332417,-71.049194,2055460648
boston,ma,"566 Columbus Ave #405, Boston, MA 02118",,$1.83M,2.0,2.0,1370.0,CONDO,,,1754031600000,0.5345730027548209,acres,,42.340805,-71.081024,2065882595
boston,ma,"1166 Washington St #V406, Boston, MA 02118",,$1.20M,1.0,1.0,1290.0,CONDO,,,1754031600000,1290.0,sqft,,42.343292,-71.065994,2067583166
boston,ma,"191 Washington St #402, Boston, MA 02135",,"$655,000",1.0,1.0,641.0,CONDO,,,1754031600000,,,,42.34755,-71.146034,2070415668
boston,ma,"11 Monastery Rd #A, Brighton, MA 02135",,"$480,000",2.0,1.0,873.0,CONDO,,,1754031600000,,,,42.345776,-71.146805,2076430645
boston,ma,"37 Lamson St #3, Boston, MA 02128",,"$800,000",3.0,2.0,1213.0,CONDO,,,1754031600000,,,,42.366726,-71.03213,2082482183
boston,ma,"1 Chestnut St APT 4B, Boston, MA 02108",,$1.17M,1.0,1.0,780.0,TOWNHOUSE,,,1754031600000,780.0,sqft,,42.3579,-71.06634,2084313240
boston,ma,"3 Regent Cir #3, Boston, MA 02130",,"$640,000",2.0,1.0,1116.0,CONDO,,,1754031600000,3516.0,sqft,,42.313683,-71.1167,2091327614
boston,ma,"32 Sidlaw Rd APT 14, Brighton, MA 02135",,"$379,000",1.0,1.0,548.0,CONDO,,,1753945200000,,,,42.340363,-71.15272,59090158
boston,ma,"6 Cypress Rd APT 604, Brighton, MA 02135",,"$380,000",1.0,1.0,594.0,CONDO,,,1753945200000,594.0,sqft,,42.354614,-71.14969,59091959
boston,ma,"130 Sutherland Rd APT 12, Brighton, MA 02135",,"$545,000",2.0,1.0,821.0,CONDO,,,1753945200000,,,,42.34047,-71.14786,59093112
boston,ma,"381 Bunker Hill St #1, Charlestown, MA 02129",,"$700,000",1.0,2.0,860.0,TOWNHOUSE,,,1753945200000,,,,42.38227,-71.068954,59098191
boston,ma,"43 Baldwin St, Charlestown, MA 02129",,$1.55M,3.0,3.0,2232.0,SINGLE_FAMILY,,,1753945200000,1118.0,sqft,,42.381565,-71.070564,59100328
boston,ma,"75 Russell St, Charlestown, MA 02129",,$1.27M,3.0,2.0,1368.0,SINGLE_FAMILY,,,1753945200000,3435.0,sqft,,42.380257,-71.06725,59100364
boston,ma,"43 Mount Vernon St, Boston, MA 02129",,$2.70M,4.0,4.0,2921.0,SINGLE_FAMILY,,,1753945200000,1345.0,sqft,,42.374767,-71.05807,59101133
boston,ma,"108 Homestead St, Dorchester, MA 02121",,$1.58M,10.0,7.0,6109.0,MULTI_FAMILY,,,1753945200000,9150.0,sqft,,42.311874,-71.089836,59115476
boston,ma,"204 Princeton St, East Boston, MA 02128",,$1.01M,5.0,3.0,2019.0,MULTI_FAMILY,,,1753945200000,1066.0,sqft,,42.37908,-71.03224,59119408
boston,ma,"21 Gartland St #2, Jamaica Plain, MA 02130",,"$675,000",2.0,1.0,1060.0,CONDO,,,1753945200000,,,,42.306114,-71.1063,59130615
boston,ma,"770 Cummins Hwy APT 12, Mattapan, MA 02126",,"$309,000",2.0,2.0,737.0,APARTMENT,,,1753945200000,,,,42.270626,-71.09963,59138225
boston,ma,"87 Selwyn St, Roslindale, MA 02131",,$1.00M,5.0,2.0,2323.0,MULTI_FAMILY,,,1753945200000,6000.0,sqft,,42.291615,-71.13514,59141977
boston,ma,"43 Bradwood St, Roslindale, MA 02131",,"$985,000",6.0,2.0,2151.0,SINGLE_FAMILY,,,1753945200000,4730.0,sqft,,42.28524,-71.14409,59143734
boston,ma,"400 K St #3, South Boston, MA 02127",,"$680,000",2.0,1.0,859.0,CONDO,,,1753945200000,859.0,sqft,,42.33025,-71.037056,59148741
boston,ma,"925 E 4th St, South Boston, MA 02127",,$2.55M,12.0,3.0,4652.0,MULTI_FAMILY,,,1753945200000,4000.0,sqft,,42.33474,-71.02608,59149971
boston,ma,"72 Willowdean Ave, West Roxbury, MA 02132",,"$930,000",3.0,1.0,1414.0,SINGLE_FAMILY,,,1753945200000,6216.0,sqft,,42.294685,-71.14743,59153834
boston,ma,"59 Chellman St, West Roxbury, MA 02132",,$1.70M,4.0,4.0,3453.0,SINGLE_FAMILY,,,1753945200000,7681.0,sqft,,42.291576,-71.16539,59156359
boston,ma,"4925 Washington St APT 304, West Roxbury, MA 02132",,"$300,000",1.0,1.0,583.0,CONDO,,,1753945200000,583.0,sqft,,42.268887,-71.14927,59158974
boston,ma,"9 Bobolink St, West Roxbury, MA 02132",,$1.05M,4.0,3.0,3164.0,SINGLE_FAMILY,,,1753945200000,6411.0,sqft,,42.27387,-71.145645,59162151
boston,ma,"6 Whittier Pl APT 3G, Boston, MA 02114",,"$430,000",0.0,1.0,602.0,CONDO,,,1753945200000,,,,42.365612,-71.067276,59163194
boston,ma,"2 Clarendon St APT 510, Boston, MA 02116",,$1.50M,2.0,2.0,928.0,CONDO,,,1753945200000,928.0,sqft,,42.344265,-71.072464,59165045
boston,ma,"130 Appleton St APT 4E, Boston, MA 02116",,"$960,500",1.0,1.0,620.0,CONDO,,,1753945200000,620.0,sqft,,42.34475,-71.07505,59172441
boston,ma,"13 Albemarle St APT 2, Boston, MA 02115",,"$850,000",2.0,1.0,745.0,CONDO,,,1753945200000,,,,42.34222,-71.08298,59172964
boston,ma,"100 Charles St UNIT 5, Boston, MA 02114",,"$650,000",1.0,1.0,727.0,CONDO,,,1753945200000,727.0,sqft,,42.35869,-71.07091,59173048
boston,ma,"65 E India Row APT 8A, Boston, MA 02110",,"$606,000",1.0,1.0,757.0,CONDO,,,1753945200000,757.0,sqft,,42.357697,-71.05032,59174994
boston,ma,"111 Gainsborough St UNIT 208, Boston, MA 02115",,$1.01M,2.0,1.0,1020.0,CONDO,,,1753945200000,1020.0,sqft,,42.342743,-71.089584,59177644
boston,ma,"57 Fulton St APT 4, Boston, MA 02109",,"$730,000",1.0,2.0,893.0,CONDO,,,1753945200000,,,,42.361732,-71.05347,59177671
boston,ma,"31 Bay State Rd APT 1, Boston, MA 02215",,$1.25M,2.0,3.0,1335.0,CONDO,,,1753945200000,,,,42.35014,-71.09428,59177993
boston,ma,"5 Myrtle St APT 3, Boston, MA 02114",,$1.21M,2.0,1.0,1016.0,CONDO,,,1753945200000,1016.0,sqft,,42.359467,-71.06471,59180649
boston,ma,"258 Shawmut Ave APT 8, Boston, MA 02118",,$1.03M,2.0,1.0,980.0,CONDO,,,1753945200000,980.0,sqft,,42.34324,-71.06842,59182224
boston,ma,"174 Fisher Ave, Roxbury, MA 02120",,$2.22M,6.0,6.0,3400.0,MULTI_FAMILY,,,1753945200000,3467.0,sqft,,42.328503,-71.107834,59184796
boston,ma,"734 E 6th St APT 2, South Boston, MA 02127",,"$637,000",2.0,1.0,782.0,CONDO,,,1753945200000,,,,42.333355,-71.030716,63041398
boston,ma,"275 Gallivan Blvd APT 2, Boston, MA 02124",,"$425,000",2.0,1.0,1069.0,CONDO,,,1753945200000,871.0,sqft,,42.279457,-71.0666,63041751
boston,ma,"30-34 E Concord St UNIT 16, Boston, MA 02118",,"$545,000",,1.0,450.0,MULTI_FAMILY,,,1753945200000,435.0,sqft,,42.337406,-71.07404,63711046
boston,ma,"702 Massachusetts Ave APT 5, Boston, MA 02118",,"$338,000",1.0,1.0,387.0,CONDO,,,1753945200000,,,,42.335205,-71.075,67081206
boston,ma,"11 Telegraph St #1, South Boston, MA 02127",,"$567,000",2.0,2.0,858.0,CONDO,,,1753945200000,,,,42.3328,-71.050354,67096696
boston,ma,"43 Sheffield Rd #2, Roslindale, MA 02131",,"$575,000",2.0,1.0,918.0,CONDO,,,1753945200000,,,,42.291027,-71.13475,67406131
boston,ma,"865 E 2nd St #2, South Boston, MA 02127",,$1.13M,2.0,2.0,1050.0,CONDO,,,1753945200000,,,,42.337326,-71.02829,71488522
boston,ma,"67 Church St #3, Dorchester, MA 02122",,"$677,500",3.0,3.0,1184.0,TOWNHOUSE,,,1753945200000,1184.0,sqft,,42.30823,-71.06023,71496762
boston,ma,"474 E 3rd St #2, South Boston, MA 02127",,$1.02M,2.0,2.0,1300.0,CONDO,,,1753945200000,,,,42.336563,-71.04092,87793384
boston,ma,"26 N Munroe Ter #1, Dorchester, MA 02122",,"$595,000",2.0,2.0,1268.0,CONDO,,,1753945200000,1913.0,sqft,,42.292526,-71.05226,87797108
boston,ma,"200 W 8th St #1, South Boston, MA 02127",,"$600,000",2.0,1.0,762.0,CONDO,,,1753945200000,762.0,sqft,,42.333405,-71.051575,120937679
boston,ma,"776 E 4th St #2, South Boston, MA 02127",,$1.46M,3.0,3.0,1675.0,CONDO,,,1753945200000,1675.0,sqft,,42.334995,-71.032524,120937849
boston,ma,"11 Senator Bolling Cir, Dorchester, MA 02124",,$1.12M,4.0,4.0,3160.0,SINGLE_FAMILY,,,1753945200000,9944.0,sqft,,42.292313,-71.091896,123846521
boston,ma,"5 Bailey St #1, Dorchester, MA 02124",,"$515,000",3.0,2.0,1040.0,CONDO,,,1753945200000,,,,42.283054,-71.0706,239892875
boston,ma,"25 Mercer St UNIT 5, South Boston, MA 02127",,"$995,000",2.0,2.0,1087.0,CONDO,,,1753945200000,,,,42.332695,-71.04915,247150267
boston,ma,"188 Brookline Ave UNIT 20B, Boston, MA 02215",,$2.00M,2.0,2.0,1148.0,CONDO,,,1753945200000,,,,42.34382,-71.10173,318226104
boston,ma,"45 Burnett St #108, Boston, MA 02130",,"$215,097",1.0,1.0,755.0,CONDO,,,1753945200000,,,,42.30449,-71.11082,339516962
boston,ma,"7 Saco St #3, Boston, MA 02122",,"$665,000",2.0,2.0,1088.0,CONDO,,,1753945200000,,,,42.297035,-71.05495,339616992
boston,ma,"21 Glen Rd #6, Jamaica Plain, MA 02130",,"$729,000",2.0,2.0,1051.0,CONDO,,,1753945200000,,,,42.30907,-71.10415,347297935
boston,ma,"430 Stuart St #30E, Boston, MA 02116",,$3.93M,2.0,3.0,1471.0,CONDO,,,1753945200000,,,,42.348602,-71.07504,443158977
boston,ma,"74 Burt St #304, Dorchester Center, MA 02124",,"$700,000",3.0,2.0,1438.0,CONDO,,,1753945200000,,,,42.283703,-71.07038,448010761
boston,ma,"440-442 Ashmont St, Dorchester, MA 02122",,$1.28M,6.0,3.0,3645.0,MULTI_FAMILY,,,1753945200000,3817.0,sqft,,42.28856,-71.055,448930901
boston,ma,"25 Mercer St UNIT PENTHOUSE 5, Boston, MA 02127",,"$995,000",2.0,2.0,1087.0,CONDO,,,1753945200000,,,,42.332676,-71.04924,450359812
boston,ma,"17 Finch St, Mattapan, MA 02126",,"$625,000",3.0,2.0,1270.0,TOWNHOUSE,,,1753945200000,,,,42.287136,-71.09985,452024501
boston,ma,"7 Leamington Rd #2, Brighton, MA 02135",,"$650,000",2.0,2.0,1160.0,CONDO,,,1753945200000,1160.0,sqft,,42.342377,-71.1489,452039018
boston,ma,"1515 Commonwealth Ave #211, Brighton, MA 02135",,$1.30M,2.0,2.0,1251.0,CONDO,,,1753945200000,,,,42.348225,-71.13995,452948987
boston,ma,"356-358 Main St #3, Charlestown, MA 02129",,"$450,000",1.0,1.0,719.0,CONDO,,,1753945200000,,,,42.379055,-71.06911,453175559
boston,ma,"304 Paris St #101, Boston, MA 02128",,"$550,000",1.0,1.0,757.0,CONDO,,,1753945200000,,,,42.377,-71.032555,453569833
boston,ma,"430 Stuart St #1519, Boston, MA 02116",,"$999,000",0.0,1.0,533.0,CONDO,,,1753945200000,,,,42.348602,-71.07504,454835280
boston,ma,"30-34 E Concord St UNIT 16, Boston, MA 02118",,"$545,000",0.0,1.0,444.0,CONDO,,,1753945200000,444.0,sqft,,42.337395,-71.07399,455578977
boston,ma,"79 Maple St FLOOR 1, Hyde Park, MA 02136",,"$420,000",2.0,2.0,923.0,CONDO,,,1753945200000,,,,42.253124,-71.12143,2056387679
boston,ma,"39-39R Spring St, West Roxbury, MA 02132",,"$510,000",3.0,2.0,2083.0,SINGLE_FAMILY,,,1753945200000,3249.0,sqft,,42.27825,-71.162254,2062094803
boston,ma,"823 East Broadway, South Boston, MA 02127",,$1.05M,2.0,2.0,1273.0,SINGLE_FAMILY,,,1753945200000,,,,42.335526,-71.0316,2066646355
boston,ma,"301 Border St #413, Boston, MA 02128",,"$664,875",2.0,2.0,1061.0,APARTMENT,,,1753945200000,,,,42.37792,-71.039764,2068493665
boston,ma,"111 Perkins St APT 072, Boston, MA 02130",,"$470,000",2.0,1.0,1130.0,CONDO,,,1753945200000,,,,42.322548,-71.116104,2092449442
boston,ma,"823 E Broadway #2, Boston, MA 02127",,$1.05M,2.0,2.0,1273.0,CONDO,,,1753945200000,2750.0,sqft,,42.33543,-71.0316,2118863070
boston,ma,"16 Roxton St, Dorchester, MA 02121",,$1.15M,9.0,3.0,4368.0,MULTI_FAMILY,,,1753858800000,5000.0,sqft,,42.29849,-71.08021,59111504
boston,ma,"46 Oakton Ave, Dorchester, MA 02122",,"$800,000",3.0,2.0,1522.0,SINGLE_FAMILY,,,1753858800000,5477.0,sqft,,42.287052,-71.052216,59116286
boston,ma,"8 Milwood Ter, Dorchester, MA 02124",,"$670,000",4.0,2.0,1848.0,SINGLE_FAMILY,,,1753858800000,2160.0,sqft,,42.2806,-71.05709,59118596
boston,ma,"109 Bateman St, Hyde Park, MA 02136",,$1.30M,5.0,5.0,4500.0,SINGLE_FAMILY,,,1753858800000,6185.0,sqft,,42.26938,-71.130066,59126055
boston,ma,"26 Pinehurst St, Roslindale, MA 02131",,$1.22M,5.0,2.0,3076.0,MULTI_FAMILY,,,1753858800000,4000.0,sqft,,42.28575,-71.133385,59143115
boston,ma,"7 Eugenia Rd, Roslindale, MA 02131",,"$826,000",3.0,2.0,1918.0,SINGLE_FAMILY,,,1753858800000,6600.0,sqft,,42.279613,-71.13745,59144558
boston,ma,"133 Deforest St, Roslindale, MA 02131",,"$545,000",2.0,1.0,1215.0,SINGLE_FAMILY,,,1753858800000,7631.0,sqft,,42.27037,-71.13127,59146564
boston,ma,"8 Story St, South Boston, MA 02127",,"$780,000",3.0,1.0,1180.0,SINGLE_FAMILY,,,1753858800000,1075.0,sqft,,42.33346,-71.04359,59149067
boston,ma,"152 Stratford St, West Roxbury, MA 02132",,$1.00M,3.0,2.0,1700.0,SINGLE_FAMILY,,,1753858800000,0.3124196510560147,acres,,42.281624,-71.147644,59156192
boston,ma,"72 Lyall St, West Roxbury, MA 02132",,"$835,000",3.0,2.0,1851.0,SINGLE_FAMILY,,,1753858800000,7218.0,sqft,,42.291435,-71.16456,59156349
boston,ma,"452 Park Dr APT 12A, Boston, MA 02215",,$1.45M,3.0,3.0,2076.0,CONDO,,,1753858800000,,,,42.34545,-71.10495,59172257
boston,ma,"680 Tremont St APT 2, Boston, MA 02118",,"$825,000",2.0,1.0,650.0,CONDO,,,1753858800000,,,,42.34103,-71.07659,59211094
boston,ma,"55 Woodward St #1, South Boston, MA 02127",,"$550,000",1.0,1.0,655.0,CONDO,,,1753858800000,,,,42.330654,-71.055534,63041448
boston,ma,"42 8th St APT 5503, Charlestown, MA 02129",,"$850,000",1.0,1.0,1008.0,CONDO,,,1753858800000,1008.0,sqft,,42.37524,-71.05299,67096274
boston,ma,"30 Union Park St UNIT 205, Boston, MA 02118",,$1.50M,2.0,2.0,1630.0,CONDO,,,1753858800000,,,,42.341576,-71.06968,87796240
boston,ma,"29 Chelmsford St #2, Dorchester, MA 02122",,"$587,000",2.0,1.0,985.0,CONDO,,,1753858800000,,,,42.284645,-71.05368,87797279
boston,ma,"22 Dalrymple St #1, Jamaica Plain, MA 02130",,"$693,000",3.0,2.0,1091.0,CONDO,,,1753858800000,,,,42.31533,-71.10164,90136162
boston,ma,"5 Mendell Way #1, Jamaica Plain, MA 02130",,"$615,000",2.0,1.0,901.0,CONDO,,,1753858800000,,,,42.316147,-71.10164,118325131
boston,ma,"52 Rutherford Ave, Charlestown, MA 02129",,$1.86M,3.0,4.0,2066.0,SINGLE_FAMILY,,,1753858800000,871.0,sqft,,42.37249,-71.064285,120937472
boston,ma,"42 Chelsea St #1, Boston, MA 02128",,"$665,000",2.0,2.0,1023.0,CONDO,,,1753858800000,,,,42.371113,-71.03764,333605551
boston,ma,"89 Jamaica St #2, Boston, MA 02130",,$1.48M,4.0,3.0,2539.0,CONDO,,,1753858800000,,,,42.304974,-71.11678,333606557
boston,ma,"172 Fairmount St FLOOR 2, Boston, MA 02124",,"$550,000",5.0,2.0,1825.0,CONDO,,,1753858800000,,,,42.279255,-71.0789,333606770
boston,ma,"15 Tilesboro St, Boston, MA 02122",,$1.15M,3.0,3.0,2037.0,CONDO,,,1753858800000,,,,42.294113,-71.051094,339517112
boston,ma,"101 Heath St UNIT 301, Boston, MA 02120",,"$910,000",3.0,2.0,1462.0,CONDO,,,1753858800000,,,,42.326523,-71.10211,339517567
boston,ma,"281 Chelsea St #2, Boston, MA 02128",,"$450,000",2.0,1.0,769.0,CONDO,,,1753858800000,,,,42.376568,-71.03074,339518073
boston,ma,"34 Colgate Rd #3, Boston, MA 02131",,"$625,000",2.0,1.0,880.0,CONDO,,,1753858800000,,,,42.293907,-71.12219,339616225
boston,ma,"256 Dorchester St #408, Boston, MA 02127",,"$689,000",1.0,1.0,748.0,CONDO,,,1753858800000,,,,42.332405,-71.0514,343928405
boston,ma,"439 Chelsea St #3, Boston, MA 02128",,"$599,000",2.0,2.0,1167.0,CONDO,,,1753858800000,,,,42.381157,-71.0254,378917920
boston,ma,"21 Glen Rd #15, Jamaica Plain, MA 02130",,"$730,000",2.0,2.0,1009.0,CONDO,,,1753858800000,,,,42.30907,-71.10415,442866489
boston,ma,"7 Finch St, Mattapan, MA 02126",,"$542,500",2.0,2.0,1025.0,TOWNHOUSE,,,1753858800000,,,,42.287067,-71.09939,452019430
boston,ma,"1515 Commonwealth Ave #314, Brighton, MA 02135",,"$799,000",1.0,2.0,857.0,APARTMENT,,,1753858800000,,,,42.34647,-71.141975,453167793
boston,ma,"1515 Commonwealth Ave #414, Brighton, MA 02135",,"$869,000",1.0,2.0,857.0,CONDO,,,1753858800000,,,,42.348225,-71.13995,455332681
